City,Area_SqFt,Bedroom,Bathroom,Floors,Parking,Road_Width_Ft,Face,Price,Price_Lakhs
Kathmandu,1369.0,1,1,3.0,0,12.0,South,23000000,230.0
Kathmandu,684.5,1,1,2.5,0,20.0,South East,15000000,150.0
Kathmandu,1369.0,1,1,2.5,1,13.0,South East,25000000,250.0
Pokhara,1711.25,1,1,2.5,0,15.0,South,2300000,23.0
Kathmandu,3272.765625,1,1,2.5,0,16.0,West,4500000,45.0
Kathmandu,1026.75,9,4,5.0,0,36.08924,East,39000000,390.0
Lalitpur,1369.0,1,1,3.0,0,10.0,South,20500000,205.0
Kathmandu,1437.45,1,1,2.5,0,13.0,North,2100000,21.0
Kathmandu,1369.0,1,1,2.5,0,13.0,South,2100000,21.0
Kathmandu,1454.5625,10,3,3.0,2,13.0,South,27500000,275.0
Kathmandu,1155.09375,4,3,2.5,0,20.0,West,22835000,228.35
Kathmandu,1026.75,9,3,3.0,0,10.0,South West,16500000,165.0
Kathmandu,1369.0,1,1,2.5,0,13.0,North,2100000,21.0
Kathmandu,1796.8125,5,4,3.0,2,13.0,South East,32000000,320.0
Pokhara,6845.0,1,1,2.5,0,20.0,North East,12000000,120.0
Lalitpur,3764.75,6,5,4.0,5,4.0,South West,42000000,420.0
Kathmandu,2840.675,1,1,3.0,0,40.0,East,66000000,660.0
Kathmandu,1060.9750000000001,4,3,3.0,0,13.0,East,17000000,170.0
Kathmandu,5989.375,1,1,2.5,0,20.0,South East,3500000,35.0
Kathmandu,1095.2,3,3,2.0,0,13.0,South,13000000,130.0
Bhaktapur,1197.875,10,1,4.0,0,20.0,East,19500000,195.0
Kathmandu,1197.875,1,1,2.5,0,10.0,South,2900000,29.0
Kathmandu,3272.765625,1,1,2.5,0,16.0,West,4500000,45.0
Kathmandu,3400.0,2,3,2.5,0,4.0,North East,55000000,550.0
Lalitpur,1369.0,1,1,2.5,0,13.0,South,2250000,22.5
Kathmandu,1780.0,3,4,2.5,0,20.0,North East,22500000,225.0
Kathmandu,1380.0,3,3,2.5,0,36.08924,South East,30000000,300.0
Kathmandu,1500.0,3,3,2.5,0,4.0,East,20000000,200.0
Kathmandu,1711.25,1,1,2.5,0,20.0,North,6500000,65.0
Kathmandu,4107.0,1,1,2.5,0,12.0,South West,6700000,67.0
Kathmandu,4107.0,1,1,2.5,0,13.0,South West,2500000,25.0
Lalitpur,4107.0,1,1,2.5,0,26.0,South,2600000,26.0
Lalitpur,1711.25,1,1,2.5,0,13.0,North,2600000,26.0
Kathmandu,4107.0,5,6,2.5,0,13.0,North West,65000000,650.0
Kathmandu,2224.625,6,4,2.5,0,13.0,South,28000000,280.0
Kathmandu,1925.15625,4,3,3.0,0,20.0,South,23000000,230.0
Lalitpur,1026.75,5,4,3.0,0,20.0,South,35000000,350.0
Lalitpur,3422.5,5,5,3.0,4,13.0,South West,70000000,700.0
Kathmandu,1369.0,3,3,2.0,0,20.0,East,23500000,235.0
Kathmandu,5048.1875,6,7,2.5,4,13.0,South East,80000000,800.0
Lalitpur,1129.425,7,4,3.0,0,13.0,South West,22500000,225.0
Lalitpur,3422.5,5,5,3.0,0,20.0,South,60000000,600.0
Pokhara,10952.0,5,8,2.5,0,26.24672,East,170000000,1700.0
Kathmandu,1197.875,5,2,3.0,0,12.0,West,22700000,227.0
Kathmandu,1197.875,9,1,3.0,0,12.0,South East,19800000,198.0
Kathmandu,2053.5,7,3,3.0,0,14.0,East,33500000,335.0
Kathmandu,300.0,1,1,2.5,0,4.0,North,2500000,25.0
Kathmandu,1711.25,1,1,3.0,0,4.0,West,52500000,525.0
Lalitpur,1095.2,1,1,2.0,0,4.0,North,15100000,151.0
Kathmandu,1540.125,6,4,3.0,3,13.0,West,25000000,250.0
Kathmandu,1060.9750000000001,4,4,3.0,0,4.0,North,17000000,170.0
Kathmandu,1000.0,1,1,2.5,0,4.0,South,3500000,35.0
Kathmandu,1133.703125,5,2,3.0,2,4.0,North,25500000,255.0
Kathmandu,1197.875,1,1,3.0,0,4.0,North,22500000,225.0
Kathmandu,1437.45,10,1,3.0,0,19.68504,South,34500000,345.0
Kathmandu,8042.875,1,1,2.5,0,12.0,North,4500000,45.0
Kathmandu,2053.5,1,1,2.5,0,22.0,North West,2100000,21.0
Bhaktapur,3721.96875,1,1,2.5,0,20.0,North,2500000,25.0
Kathmandu,1711.25,1,1,2.5,0,20.0,South,4000000,40.0
Kathmandu,500.0,1,1,2.5,0,4.0,North,3500000,35.0
Kathmandu,5133.75,5,4,3.0,4,13.0,South,52500000,525.0
Kathmandu,1026.75,1,1,2.5,0,20.0,South East,2100000,21.0
Kathmandu,1500.0,1,1,2.5,0,4.0,South,6000000,60.0
Lalitpur,1433.171875,1,1,2.5,0,26.24672,South West,5860000,58.6
Kathmandu,2395.75,1,1,2.5,0,20.0,North,3400000,34.0
Kathmandu,1711.25,7,5,2.5,0,14.0,South East,20500000,205.0
Kathmandu,1882.375,1,1,2.5,0,24.0,East,5700000,57.0
Lalitpur,2909.125,4,4,3.0,1,16.0,South,39077000,390.77
Lalitpur,2139.0625,6,5,4.0,0,13.0,South West,37500000,375.0
Kathmandu,1369.0,8,3,4.0,1,14.0,South West,31000000,310.0
Lalitpur,1155.09375,5,3,3.0,0,22.0,West,27000000,270.0
Lalitpur,1540.125,1,1,3.0,0,10.0,South West,21500000,215.0
Bhaktapur,1711.25,1,1,4.0,0,10.0,South West,25500000,255.0
Kathmandu,2053.5,1,1,2.5,0,20.0,East,2400000,24.0
Lalitpur,2738.0,4,2,3.0,2,20.0,East,40000000,400.0
Kathmandu,3422.5,1,1,2.5,0,10.0,South West,3300000,33.0
Kathmandu,1437.45,1,1,3.0,0,12.0,East,20000000,200.0
Kathmandu,2352.96875,1,1,3.0,0,13.0,East,32500000,325.0
Kathmandu,2738.0,1,1,3.0,0,20.0,East,45000000,450.0
Kathmandu,1369.0,4,3,3.0,0,13.12336,West,21500000,215.0
Other,5818.25,1,1,2.5,0,20.0,North,2200000,22.0
Kathmandu,1369.0,1,1,2.5,0,20.0,South,3300000,33.0
Kathmandu,5476.0,1,1,3.0,5,20.0,South,70000000,700.0
Kathmandu,2738.0,1,1,2.5,4,16.0,West,47500000,475.0
Lalitpur,6845.0,1,1,2.5,0,13.0,North,3500000,35.0
Kathmandu,1800.0,3,3,2.5,0,4.0,South East,25000000,250.0
Kathmandu,3700.0,4,4,2.5,0,4.0,North East,45000000,450.0
Kathmandu,3700.0,4,4,2.5,0,4.0,North East,45000000,450.0
Kathmandu,2450.0,3,3,2.5,0,4.0,South East,35000000,350.0
Kathmandu,7187.25,1,1,2.5,0,18.0,South,3700000,37.0
Kathmandu,1026.75,1,1,1.0,0,13.0,South,11400000,114.0
Kathmandu,877.015625,1,1,3.0,0,10.0,South,11400000,114.0
Kathmandu,6845.0,1,1,2.5,0,13.0,South East,4000000,40.0
Kathmandu,2738.0,1,1,2.5,0,15.0,East,4800000,48.0
Kathmandu,1095.2,4,1,1.0,0,12.0,East,12000000,120.0
Kathmandu,19166.0,1,1,3.0,0,13.0,South East,180000000,1800.0
Kathmandu,1437.45,1,1,2.5,0,12.0,South,2700000,27.0
Lalitpur,1060.9750000000001,10,1,3.0,4,10.0,East,14500000,145.0
Kathmandu,1369.0,3,4,2.5,0,13.0,North East,36500000,365.0
Kathmandu,3080.25,1,1,2.5,0,16.0,South East,2000000,20.0
Kathmandu,1369.0,7,1,3.0,4,16.0,South,24000000,240.0
Pokhara,8556.25,1,1,2.5,0,20.0,North,15000000,150.0
Kathmandu,1369.0,11,1,3.0,4,20.0,South,20400000,204.0
Pokhara,1540.125,1,1,2.0,0,20.0,South East,27000000,270.0
Pokhara,1369.0,1,1,3.0,0,20.0,North East,30000000,300.0
Pokhara,7529.5,1,1,2.5,0,20.0,South East,18000000,180.0
Pokhara,2395.75,1,1,4.0,0,15.0,North West,35000000,350.0
Kathmandu,1060.9750000000001,7,6,5.0,4,14.0,South East,16000000,160.0
Kathmandu,1369.0,1,1,2.5,0,20.0,South,2700000,27.0
Lalitpur,1095.2,4,1,1.0,0,10.0,West,9000000,90.0
Kathmandu,1369.0,2,1,2.5,0,15.0,West,13000000,130.0
Pokhara,1711.25,1,1,2.5,0,20.0,South East,25000000,250.0
Kathmandu,941.1875,3,3,3.0,1,12.0,South East,19500000,195.0
Kathmandu,1095.2,4,3,3.0,4,13.0,East,17000000,170.0
Kathmandu,2395.75,10,1,2.5,3,10.0,South,38000000,380.0
Kathmandu,1197.875,1,1,3.0,1,13.0,West,20000000,200.0
Lalitpur,1882.375,3,3,2.0,1,4.0,South West,25000000,250.0
Other,2395.75,10,4,3.0,0,20.0,East,25000000,250.0
Other,684.5,1,1,2.5,0,20.0,West,2200000,22.0
Kathmandu,1197.875,6,2,3.0,1,12.0,North,17500000,175.0
Kathmandu,1155.09375,1,1,2.5,0,12.0,South,4400000,44.0
Kathmandu,1369.0,4,3,3.0,0,13.0,East,25000000,250.0
Kathmandu,5476.0,5,1,3.0,4,26.0,North,59900000,599.0
Kathmandu,1403.225,10,1,3.0,3,4.0,East,29900000,299.0
Kathmandu,2738.0,1,1,2.5,0,13.0,South East,4200000,42.0
Kathmandu,2806.45,1,1,2.0,0,24.0,East,55000000,550.0
Kathmandu,1540.125,4,1,3.0,0,13.0,West,26500000,265.0
Kathmandu,1497.34375,8,6,3.0,4,13.0,South,32500000,325.0
Kathmandu,2053.5,1,1,2.5,0,10.0,West,6000000,60.0
Kathmandu,3764.75,1,1,2.5,0,26.0,South,4500000,45.0
Kathmandu,1176.484375,7,4,4.0,1,14.0,South West,21500000,215.0
Kathmandu,2053.5,1,1,2.5,0,12.0,North,5000000,50.0
Kathmandu,2738.0,1,1,2.5,0,12.0,North,5000000,50.0
Kathmandu,1540.125,1,1,2.5,0,13.0,North,2800000,28.0
Kathmandu,2395.75,8,4,4.0,1,15.0,North West,38000000,380.0
Kathmandu,4107.0,1,1,2.5,0,12.0,West,2500000,25.0
Kathmandu,1625.6875,7,3,4.0,1,12.0,North,25000000,250.0
Kathmandu,2053.5,1,1,2.5,0,10.0,North,3200000,32.0
Kathmandu,5133.75,1,1,2.5,0,11.0,West,2400000,24.0
Kathmandu,1026.75,15,5,4.0,0,20.0,North,24000000,240.0
Kathmandu,2053.5,1,1,2.5,0,14.0,West,3200000,32.0
Kathmandu,2395.75,1,1,2.5,0,13.0,North,4200000,42.0
Kathmandu,1197.875,8,4,4.0,0,20.0,West,17000000,170.0
Kathmandu,1779.7,1,1,2.5,0,15.0,East,3000000,30.0
Kathmandu,1369.0,1,1,2.5,0,12.0,West,3250000,32.5
Kathmandu,3422.5,1,1,2.5,0,10.0,South East,3700000,37.0
Kathmandu,1471.675,5,3,3.0,2,16.0,North,26000000,260.0
Kathmandu,1369.0,6,3,2.5,0,14.0,South,29000000,290.0
Kathmandu,1133.703125,3,2,3.0,1,12.0,South West,13500000,135.0
Kathmandu,1369.0,6,2,3.0,0,20.0,East,22800000,228.0
Kathmandu,2224.625,1,1,2.5,0,15.0,South,6000000,60.0
Kathmandu,1369.0,6,4,4.0,0,12.0,South,27500000,275.0
Kathmandu,1071.2425,4,3,3.0,0,12.0,East,22500000,225.0
Kathmandu,1197.875,7,2,2.5,0,13.0,West,15500000,155.0
Kathmandu,2224.625,5,1,3.0,0,15.0,West,30000000,300.0
Kathmandu,2053.5,6,3,3.0,0,12.0,North East,51500000,515.0
Kathmandu,1711.25,11,1,3.0,0,15.0,East,33000000,330.0
Kathmandu,2395.75,12,1,4.0,4,13.0,East,40000000,400.0
Kathmandu,1060.9750000000001,9,1,3.0,3,13.0,South,18200000,182.0
Kathmandu,1197.875,12,1,4.0,0,13.0,East,17700000,177.0
Kathmandu,1026.75,7,1,2.5,0,13.0,East,17000000,170.0
Kathmandu,2053.5,10,1,3.0,3,13.0,West,29800000,298.0
Kathmandu,1197.875,9,1,3.0,0,13.0,North West,21000000,210.0
Kathmandu,2053.5,6,3,3.0,4,13.0,South East,34000000,340.0
Kathmandu,1369.0,1,1,2.5,0,12.0,West,2150000,21.5
Kathmandu,1026.75,3,3,2.5,0,12.0,South West,19900000,199.0
Kathmandu,1026.75,10,1,3.0,0,13.0,South West,16800000,168.0
Kathmandu,4406.46875,9,4,4.0,4,13.0,South,63000000,630.0
Lalitpur,1026.75,3,2,3.0,3,10.0,South,12500000,125.0
Kathmandu,1240.65625,5,2,2.0,3,13.0,North West,14200000,142.0
Lalitpur,1048.140625,5,4,3.0,3,16.0,North,20000000,200.0
Kathmandu,1095.2,5,3,3.0,2,13.0,East,19500000,195.0
Kathmandu,1060.9750000000001,4,2,2.0,2,18.0,South,21000000,210.0
Kathmandu,3456.725,5,2,3.0,4,20.0,West,100000000,1000.0
Kathmandu,1048.140625,6,4,4.0,3,10.0,North,22500000,225.0
Kathmandu,1369.0,5,4,3.0,4,12.0,South West,37000000,370.0
Kathmandu,1326.21875,4,3,3.0,4,20.0,East,19000000,190.0
Kathmandu,3080.25,5,5,3.0,4,12.0,East,45000000,450.0
Kathmandu,1369.0,6,3,3.0,3,12.0,South,16500000,165.0
Kathmandu,5347.65625,1,1,3.0,0,20.0,West,88000000,880.0
Kathmandu,1437.45,10,6,5.0,4,10.0,West,29000000,290.0
Kathmandu,7666.4,1,1,2.5,0,20.0,East,7500000,75.0
Kathmandu,2395.75,1,1,4.0,0,20.0,North,55000000,550.0
Kathmandu,1095.2,6,4,3.5,3,13.0,South East,36000000,360.0
Kathmandu,1095.2,10,6,3.0,4,13.0,East,24000000,240.0
Kathmandu,1026.75,4,1,1.0,2,13.0,East,12000000,120.0
Kathmandu,2374.359375,1,1,2.5,0,20.0,West,8500000,85.0
Kathmandu,1411.78125,12,4,4.0,5,4.0,North,45000000,450.0
Kathmandu,1095.2,3,3,3.0,2,10.0,South,15000000,150.0
Kathmandu,1711.25,4,2,3.0,0,13.0,East,20000000,200.0
Lalitpur,1026.75,4,4,3.0,2,13.0,South East,16000000,160.0
Kathmandu,983.96875,4,4,6.0,4,12.0,East,37500000,375.0
Kathmandu,6078.360000000001,1,1,2.5,0,26.0,East,20000000,200.0
Kathmandu,752.95,9,9,4.0,3,9.0,North,31000000,310.0
Kathmandu,752.95,5,4,3.0,3,16.0,South,20500000,205.0
Kathmandu,1411.78125,4,5,3.0,3,12.0,East,26000000,260.0
Lalitpur,800.0,2,2,1.0,2,24.0,West,7500000,75.0
Kathmandu,1582.0,3,3,3.0,2,20.0,South,17500000,175.0
Kathmandu,2566.875,1,1,2.5,0,19.68504,South,5500000,55.0
Lalitpur,1625.6875,4,3,3.0,1,13.0,South,25000000,250.0
Kathmandu,1796.8125,3,3,2.0,1,18.0,South West,28500000,285.0
Kathmandu,400.0,1,1,2.5,0,35.0,South,3000000,30.0
Lalitpur,2053.5,1,1,2.5,0,16.0,South East,2400000,24.0
Kathmandu,1711.25,1,1,2.5,0,16.0,East,3500000,35.0
Lalitpur,1775.421875,4,3,2.0,1,13.0,South East,14500000,145.0
Kathmandu,1775.421875,6,4,3.0,1,13.0,South East,27500000,275.0
Kathmandu,1369.0,1,1,2.5,0,13.0,East,2600000,26.0
Kathmandu,3400.0,2,3,2.5,0,20.0,North East,55000000,550.0
Lalitpur,1350.0,3,2,7.0,0,20.0,East,16500000,165.0
Kathmandu,6759.4375,1,3,5.0,0,32.0,West,30000000,300.0
Kathmandu,4107.0,5,6,3.0,0,13.0,North West,65000000,650.0
Kathmandu,11294.25,10,10,2.5,0,16.0,East,235000000,2350.0
Kathmandu,4449.25,1,1,2.5,0,20.0,South East,4500000,45.0
Kathmandu,1048.140625,10,6,2.5,0,36.08924,East,47500000,475.0
Kathmandu,1540.125,10,4,3.0,0,20.0,West,35000000,350.0
Lalitpur,1818.203125,1,1,2.5,0,14.0,West,2000000,20.0
Kathmandu,1347.609375,1,1,2.5,0,14.0,South,2500000,25.0
Kathmandu,1283.4375,5,3,3.0,0,20.0,North,20000000,200.0
Kathmandu,3000.0,3,4,4.0,0,13.0,South East,25000000,250.0
Kathmandu,3080.25,7,7,3.0,0,10.0,South,49500000,495.0
Kathmandu,2053.5,4,4,2.0,0,20.0,South East,18000000,180.0
Kathmandu,3251.375,1,1,2.5,0,20.0,South,6000000,60.0
Lalitpur,2738.0,1,1,2.5,0,13.0,North,2650000,26.5
Kathmandu,1219.265625,6,1,3.0,0,20.0,West,43500000,435.0
Bhaktapur,2429.975,14,4,3.0,0,14.0,East,35000000,350.0
Kathmandu,4107.0,1,1,3.0,0,13.0,East,60000000,600.0
Kathmandu,7529.5,1,1,2.5,0,20.0,West,4200000,42.0
Kathmandu,1642.8,4,2,2.5,0,16.0,South,13000000,130.0
Kathmandu,2498.4249999999997,1,1,2.5,0,13.0,North East,2700000,27.0
Kathmandu,2053.5,1,1,2.5,0,22.0,North East,2100000,21.0
Kathmandu,2087.725,7,4,3.0,4,14.0,East,38000000,380.0
Kathmandu,1112.3125,1,1,2.5,0,16.0,North East,3700000,37.0
Lalitpur,2429.975,1,1,2.5,0,20.0,South,2800000,28.0
Kathmandu,4192.5625,3,4,2.0,4,20.0,North West,70000000,700.0
Kathmandu,2823.5625,8,7,3.0,0,14.0,East,41500000,415.0
Bhaktapur,1369.0,12,4,2.5,0,20.0,South,22500000,225.0
Kathmandu,2395.75,1,1,2.5,0,20.0,South East,5500000,55.0
Kathmandu,1689.859375,5,2,2.0,0,14.0,East,40100000,401.0
Kathmandu,1454.5625,15,10,7.0,4,12.0,West,65000000,650.0
Kathmandu,4192.5625,1,1,2.5,0,17.0,North,13000000,130.0
Kathmandu,6074.9375,1,1,2.5,0,20.0,North East,13500000,135.0
Kathmandu,2053.5,1,1,2.5,0,12.0,North East,2500000,25.0
Kathmandu,1026.75,5,3,3.0,1,10.0,North,16500000,165.0
Kathmandu,20535.0,1,1,2.5,0,12.0,South,2700000,27.0
Kathmandu,4192.5625,1,1,2.5,0,12.0,South East,4800000,48.0
Lalitpur,2053.5,1,1,2.5,0,15.0,East,6800000,68.0
Kathmandu,1796.8125,1,1,2.0,0,20.0,West,55000000,550.0
Kathmandu,1369.0,1,1,2.5,0,12.0,South East,6000000,60.0
Kathmandu,5476.0,1,1,2.5,0,15.0,East,2100000,21.0
Kathmandu,1369.0,1,1,2.5,0,20.0,North East,2600000,26.0
Kathmandu,10952.0,1,1,2.5,0,4.0,South East,3200000,32.0
Kathmandu,1711.25,1,1,2.5,0,12.0,South East,2500000,25.0
Kathmandu,2139.0625,4,3,3.0,0,15.0,West,26000000,260.0
Kathmandu,1197.875,1,1,2.5,0,13.0,East,5100000,51.0
Lalitpur,2429.975,8,7,3.5,2,10.0,East,33000000,330.0
Kathmandu,2566.875,4,4,2.0,2,13.0,East,55000000,550.0
Pokhara,2900.0,1,1,2.5,0,20.0,South East,3500000,35.0
Kathmandu,3764.75,1,1,2.5,0,13.0,East,5500000,55.0
Kathmandu,2395.75,1,1,2.5,0,13.0,South,4500000,45.0
Other,22930.75,1,1,2.5,0,25.0,South,62000000,620.0
Kathmandu,7529.5,1,1,2.5,0,19.68504,West,240000000,2400.0
Other,3508.0625,1,1,2.5,0,25.0,East,10000000,100.0
Kathmandu,3764.75,1,10,5.0,8,23.0,South East,110000000,1100.0
Kathmandu,3080.25,1,1,2.5,0,36.08924,East,15000000,150.0
Lalitpur,2738.0,1,1,2.5,0,24.0,South,2800000,28.0
Kathmandu,18481.5,1,1,2.5,0,32.0,North,5800000,58.0
Lalitpur,683.0,2,1,1.0,1,20.0,East,12500000,125.0
Kathmandu,1582.90625,1,1,2.5,0,10.0,West,2000000,20.0
Kathmandu,2395.75,1,1,2.5,0,18.0,South,2200000,22.0
Kathmandu,1540.125,1,1,2.5,0,19.68504,North,4500000,45.0
Kathmandu,5920.925,4,6,2.5,5,20.0,South East,110000000,1100.0
Kathmandu,5133.75,5,4,3.0,4,13.0,West,62500000,625.0
Kathmandu,4449.25,1,1,2.5,0,18.0,North West,5200000,52.0
Bhaktapur,2566.875,6,3,3.0,2,18.0,North East,35000000,350.0
Kathmandu,4021.4375,4,5,3.0,4,18.0,South,36500000,365.0
Kathmandu,1711.25,5,5,2.5,2,15.0,North East,26000000,260.0
Kathmandu,1197.875,4,1,2.5,1,15.0,South,11000000,110.0
Kathmandu,1369.0,8,2,2.5,1,15.0,East,19000000,190.0
Kathmandu,1711.25,5,5,2.5,2,15.0,North,25000000,250.0
Kathmandu,1711.25,12,4,2.5,2,15.0,South East,20000000,200.0
Kathmandu,1369.0,1,1,2.5,0,4.0,East,15000000,150.0
Kathmandu,1711.25,7,5,2.5,2,12.0,North,29000000,290.0
Kathmandu,1625.6875,1,1,2.5,0,13.0,South West,2200000,22.0
Lalitpur,1711.25,1,1,2.5,0,13.0,South,3500000,35.0
Kathmandu,2823.5625,1,1,2.5,0,16.0,East,6000000,60.0
Lalitpur,1454.5625,3,2,2.5,1,15.0,South,29000000,290.0
Lalitpur,1711.25,1,1,2.5,0,13.0,South East,3800000,38.0
Lalitpur,1711.25,1,1,2.5,0,4.0,East,5500000,55.0
Lalitpur,2053.5,1,1,2.5,0,4.0,East,5500000,55.0
Lalitpur,1369.0,1,1,2.5,0,4.0,West,5500000,55.0
Lalitpur,2738.0,1,1,2.5,0,20.0,West,5500000,55.0
Lalitpur,1860.984375,6,3,2.5,2,10.0,North,25000000,250.0
Lalitpur,4107.0,6,4,2.5,3,10.0,East,40000000,400.0
Kathmandu,2224.625,1,1,2.5,0,20.0,North,4500000,45.0
Pokhara,1710.0,1,1,2.5,0,20.0,East,17000000,170.0
Pokhara,2053.5,5,4,2.5,3,18.0,East,30000000,300.0
Pokhara,4107.0,5,6,2.5,3,4.0,East,80000000,800.0
Pokhara,4791.5,1,1,2.5,0,14.0,East,25000000,250.0
Kathmandu,1197.875,4,2,2.5,2,13.0,South,18000000,180.0
Lalitpur,1925.15625,7,3,2.5,2,16.0,North East,23000000,230.0
Kathmandu,3764.75,1,1,2.5,0,20.0,East,35000000,350.0
Kathmandu,2395.75,11,6,2.5,2,20.0,East,35000000,350.0
Kathmandu,1369.0,6,4,2.5,0,30.0,East,45000000,450.0
Kathmandu,2395.75,4,3,2.5,2,20.0,West,29500000,295.0
Lalitpur,1540.125,10,5,2.5,2,16.0,North East,21000000,210.0
Lalitpur,1540.125,12,5,2.5,1,13.0,North,28000000,280.0
Kathmandu,2395.75,1,1,2.5,0,30.0,West,170000000,1700.0
Kathmandu,11294.25,1,1,2.5,0,20.0,North,3600000,36.0
Kathmandu,1133.703125,1,1,2.5,0,12.0,East,11700000,117.0
Kathmandu,2053.5,1,1,2.5,0,20.0,East,4000000,40.0
Kathmandu,1582.90625,1,1,2.5,0,20.0,South West,4000000,40.0
Kathmandu,1336.0,3,2,6.0,1,20.0,North West,11000000,110.0
Kathmandu,1582.90625,1,1,2.5,0,26.24672,North,2500000,25.0
Kathmandu,1026.75,1,1,5.0,0,25.0,East,32500000,325.0
Lalitpur,12321.0,5,4,4.0,7,20.0,East,140000000,1400.0
Kathmandu,10952.0,4,5,3.0,7,20.0,South West,105000000,1050.0
Other,18139.25,5,2,2.0,7,12.0,South,59000000,590.0
Lalitpur,10267.5,4,3,3.0,5,30.0,North,6500000,65.0
Kathmandu,855.625,4,2,2.0,1,13.0,North East,12000000,120.0
Kathmandu,2738.0,5,3,2.0,1,12.0,East,27000000,270.0
Kathmandu,4449.25,5,2,3.0,5,12.0,East,72500000,725.0
